Major,Small Major Cluster,Large Major Cluster,Job Title,Small Job Title Cluster,Large Job Title Cluster
Economics - Public Policy,Economics,SOCIAL SCIENCES & EDUCATION,Cultural Language Assistant,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Enterprise Risk Consultant,Management & Ops,Management & Ops
Political Science,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Digital Fundraising Manager,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,Associate Designer,Sales & Marketing,Sales & Marketing
Political Science,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Information Security Risk and Compliance Analyst,Legal & Policy,Legal & Policy
K-12 World Lang. & Cultures,Education & Social Services,SOCIAL SCIENCES & EDUCATION,Spanish teacher,Education & Social Service,Education & Social Service
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Cost and Data Analyst,Software & Data,Software & Data
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accounting Assistant/ Accounts Receivable,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Auditer,Finance & Accounting,Finance & Accounting
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Pharmacy technician,Software & Data,Software & Data
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Pharmacy technician,Software & Data,Software & Data
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Finance & Accounting,Finance & Accounting
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Product Engineer,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Associate,Finance & Accounting,Finance & Accounting
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Automotive Mechanic,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Receptionist,Management & Ops,Management & Ops
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial analyst t,Finance & Accounting,Finance & Accounting
French,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Analyst,Software & Data,Software & Data
Economics,Economics,SOCIAL SCIENCES & EDUCATION,Customer Service Representative,Management & Ops,Management & Ops
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Analyst,Health & Science Research,Health & Science Research
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Assistant/ Rehabilitation Aide,Health & Science Research,Health & Science Research
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Data Analyst,Software & Data,Software & Data
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Bartender and Server,Management & Ops,Management & Ops
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Delivery Driver,Management & Ops,Management & Ops
Computer Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Neural Network Engineer,Software & Data,Software & Data
French,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,International Operations Coordinator,Management & Ops,Management & Ops
Computer Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Analyst,Software & Data,Software & Data
Music - Business,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Management Coordinator,Management & Ops,Management & Ops
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Financial Analyst,Finance & Accounting,Finance & Accounting
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Field Technician,Engineering,Engineering
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Microbiology Lab Support Specialist,Health & Science Research,Health & Science Research
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Scribe,Health & Science Research,Health & Science Research
Biochemistry,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Scribe,Health & Science Research,Health & Science Research
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Scribe,Health & Science Research,Health & Science Research
Biology of Global Health,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Flight Attendant,Management & Ops,Management & Ops
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Implementation Services - Project Manager,Management & Ops,Management & Ops
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Quality Management,Management & Ops,Management & Ops
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Scribe,Health & Science Research,Health & Science Research
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Scribe and Research Coordinator,Health & Science Research,Health & Science Research
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Technical Recruiter,Management & Ops,Management & Ops
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Automation Engineer,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Staff Engineer,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit and Assurance Assistant,Finance & Accounting,Finance & Accounting
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Psychiatric Associate,Education & Social Service,Education & Social Service
Digital Media Arts,Marketing & Communication,HUMANITIES & COMMUNICATION,General Contractor,Management & Ops,Management & Ops
Economics,Economics,SOCIAL SCIENCES & EDUCATION,Actuarial Analyst,Finance & Accounting,Finance & Accounting
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Analyst,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Computer Science,Computer Science & IT,"ENGINEERING, SCIENCE & TECHNOLOGY",Associate Software Consultant,Software & Data,Software & Data
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Laboratory Technician,Software & Data,Software & Data
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
COJO Strategic Communications,Marketing & Communication,HUMANITIES & COMMUNICATION,Marketing Specialist,Sales & Marketing,Sales & Marketing
COJO Journalism,Marketing & Communication,HUMANITIES & COMMUNICATION,News Content Editor,Sales & Marketing,Sales & Marketing
Geography,Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Jr. GIS Technician,Software & Data,Software & Data
Psychology,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Behavioral Health Technician,Health & Science Research,Health & Science Research
Geography - Geo Info Sys (GIS),Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",GIS Intern,Health & Science Research,Health & Science Research
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
English - Creative Writing,Marketing & Communication,HUMANITIES & COMMUNICATION,Social media manager; copy editor,Management & Ops,Management & Ops
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Sales Development Representative,Sales & Marketing,Sales & Marketing
Computer Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Software Engineer,Software & Data,Software & Data
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Staff Accountant,Finance & Accounting,Finance & Accounting
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Trade Planning Financial Analyst,Finance & Accounting,Finance & Accounting
English,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Communications,Sales & Marketing,Sales & Marketing
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Engineer,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Industrial Engineer,Engineering,Engineering
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Clinical Project Coordinator,Management & Ops,Management & Ops
Economics - Business,Economics,SOCIAL SCIENCES & EDUCATION,Logistics Representative I,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Associate,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Associate,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit and Assurance Assistant,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Assistant,Finance & Accounting,Finance & Accounting
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Design Engineer,Engineering,Engineering
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Corporate Accountant,Finance & Accounting,Finance & Accounting
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Mechanical Engineer 1,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Staff Accountant,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Associate,Management & Ops,Management & Ops
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Consultant,Management & Ops,Management & Ops
Justice & Peace Studies,Social Sciences & Humanities,SOCIAL SCIENCES & EDUCATION,Food Expeditor,Sales & Marketing,Sales & Marketing
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Nursing Assistant,Health & Science Research,Health & Science Research
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Risk Analyst,Finance & Accounting,Finance & Accounting
COJO Strategic Communications,Marketing & Communication,HUMANITIES & COMMUNICATION,Inside Sales Business Development Intern,Sales & Marketing,Sales & Marketing
COJO Strategic Communications,Marketing & Communication,HUMANITIES & COMMUNICATION,Ad Logistics Assistant,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,FSO Assurance Staff,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Staff Auditor,Finance & Accounting,Finance & Accounting
Economics - Public Policy,Economics,SOCIAL SCIENCES & EDUCATION,Reporting Analyst,Management & Ops,Management & Ops
Spanish Cultural/Literary St.,"Languages, Arts & Humanities",HUMANITIES & COMMUNICATION,Member Services Representative,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Associate,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Accounting Assistant,Health & Science Research,Health & Science Research
Civil Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Graduate Engineer,Engineering,Engineering
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Technologist,Software & Data,Software & Data
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Educator,Education & Social Service,Education & Social Service
COJO Strategic Communications,Marketing & Communication,HUMANITIES & COMMUNICATION,Business Owner,Management & Ops,Management & Ops
Geography - Geo Info Sys (GIS),Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",GIS Technician,Software & Data,Software & Data
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Enterprise Sales Development Representative,Sales & Marketing,Sales & Marketing
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Medical Scribe,Health & Science Research,Health & Science Research
Computer Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Assistant Swim Coach,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Treasury Accountant,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Tax Associate,Finance & Accounting,Finance & Accounting
English - Creative Writing,Marketing & Communication,HUMANITIES & COMMUNICATION,Case Manager—Legal Writing Division,Education & Social Service,Education & Social Service
Geology,Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Industrial Hygiene Field Technician,Engineering,Engineering
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Finance & Accounting,Finance & Accounting
Electrical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Manager Electrical Engineer,Engineering,Engineering
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Sports performance coach,Education & Social Service,Education & Social Service
English - Creative Writing,Marketing & Communication,HUMANITIES & COMMUNICATION,Researcher,Health & Science Research,Health & Science Research
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Assurance Associate,Finance & Accounting,Finance & Accounting
Geology,Physical & Environmental Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Staff Scientist,Health & Science Research,Health & Science Research
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Audit Associate,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Trade Coordinator,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Associate,Management & Ops,Management & Ops
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Finance & Accounting,Finance & Accounting
Accounting,Finance & Accounting,BUSINESS & MANAGEMENT,Accountant,Finance & Accounting,Finance & Accounting
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Trainee,Finance & Accounting,Finance & Accounting
Actuarial Science,Finance & Accounting,BUSINESS & MANAGEMENT,Actuarial Trainee,Finance & Accounting,Finance & Accounting
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Quality Engineer,Engineering,Engineering
Neuroscience,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Neuropsychometrist,Health & Science Research,Health & Science Research
Mechanical Engineering,Engineering,"ENGINEERING, SCIENCE & TECHNOLOGY",Project Engineer,Engineering,Engineering
Environmental Sci (Biology),Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Outreach Assistant,Health & Science Research,Health & Science Research
Biology,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Clinical Assistant,Health & Science Research,Health & Science Research
Exercise Science,Biological & Health Sciences,"ENGINEERING, SCIENCE & TECHNOLOGY",Performance Coordinator,Management & Ops,Management & Ops
